slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,stem_width,cap_type_bin_3,stem_type_bin_3,cap_roundness_zone,stem_width_zone,cap_value_range_3,stem_value_range_3,cap_heatmap_bin_9,stem_heatmap_bin_9,type_id_within_color_1to9,global_type_id_1to72,is_noisy_type,noise_type,noise_alpha,gaussian_noise_mean,gaussian_noise_std,gaussian_noise_value,assigned_value_original,assigned_value_pre_noise,assigned_value_bin_anchor,assigned_value_nk_raw,assigned_value_nk_clipped,nk_cap_weight_bin1,nk_cap_weight_bin2,nk_cap_weight_bin3,nk_stem_weight_bin1,nk_stem_weight_bin2,nk_stem_weight_bin3,assigned_value_mixed_raw,assigned_value_mixed_clipped,assigned_value,reward_range_3,noise_delta,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,spot_radius,scale,have_ring,ring_position,have_pattern,pattern_type,pattern_label,external,in_neutral_rectangle
blue-stem12-cap1p298-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p298-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem12-cap1p298-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem12-cap1p298-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.298,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,-3.39953,4,4,4,3.556543,3.556543,0.029241,0.899222,0.071536,0.035891,0.23732,0.726789,0.078506,0.078506,1,middle,-3,0.613,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem13-cap1p298-n2-a0p50--1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p298-n2-a0p50--1-r0-none-p2.png,images_balanced/blue-stem13-cap1p298-n2-a0p50--1-r0-none-p2.png,images_balanced/blue-stem13-cap1p298-n2-a0p50--1-r0-none-p2.png,blue,"(0, 0, 255)",1.298,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-4.222815,4,4,4,4.030703,4.030703,0.029241,0.899222,0.071536,0.00944,0.046615,0.943945,-0.096056,-0.096056,-1,middle,-5,0.615,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem14-cap1p298-n2-a0p50-+6-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p298-n2-a0p50-+6-r0-none-p0.png,images_balanced/blue-stem14-cap1p298-n2-a0p50-+6-r0-none-p0.png,images_balanced/blue-stem14-cap1p298-n2-a0p50-+6-r0-none-p0.png,blue,"(0, 0, 255)",1.298,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,6.948695,4,4,4,4.156126,4.156126,0.029241,0.899222,0.071536,0.0,0.0,1.0,5.552411,5.552411,6,high,2,0.616,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem03-cap1p329-n2-a0p50-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p329-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem03-cap1p329-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem03-cap1p329-n2-a0p50-+1-r0-none-p0.png,blue,"(0, 0, 255)",1.329,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,0.731185,1,1,1,0.958454,0.958454,0.03554,0.863844,0.100615,1.0,0.0,0.0,0.844819,0.844819,1,middle,0,0.618,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem04-cap1p329-n2-a0p50-+1-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p329-n2-a0p50-+1-r0-none-p1.png,images_balanced/blue-stem04-cap1p329-n2-a0p50-+1-r0-none-p1.png,images_balanced/blue-stem04-cap1p329-n2-a0p50-+1-r0-none-p1.png,blue,"(0, 0, 255)",1.329,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-0.077945,1,1,1,1.045618,1.045618,0.03554,0.863844,0.100615,0.943945,0.046615,0.00944,0.483837,0.483837,1,middle,0,0.619,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem05-cap1p329-n2-a0p50-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p329-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem05-cap1p329-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem05-cap1p329-n2-a0p50-+4-r0-none-p0.png,blue,"(0, 0, 255)",1.329,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,5.79581,1,1,1,1.362401,1.362401,0.03554,0.863844,0.100615,0.726789,0.23732,0.035891,3.579106,3.579106,4,high,3,0.62,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem06-cap1p329-n2-a0p50-+3-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p329-n2-a0p50-+3-r1-top-p0.png,images_balanced/blue-stem06-cap1p329-n2-a0p50-+3-r1-top-p0.png,images_balanced/blue-stem06-cap1p329-n2-a0p50-+3-r1-top-p0.png,blue,"(0, 0, 255)",1.329,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,5.059232,2,2,1,1.810414,1.810414,0.03554,0.863844,0.100615,0.387503,0.558004,0.054493,3.434823,3.434823,3,middle,1,0.622,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem07-cap1p329-n2-a0p50-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p329-n2-a0p50-+2-r1-top-p0.png,images_balanced/blue-stem07-cap1p329-n2-a0p50-+2-r1-top-p0.png,images_balanced/blue-stem07-cap1p329-n2-a0p50-+2-r1-top-p0.png,blue,"(0, 0, 255)",1.329,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,1.51117,2,2,2,2.102529,2.102529,0.03554,0.863844,0.100615,0.118517,0.842784,0.038699,1.80685,1.80685,2,middle,0,0.623,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem08-cap1p329-n2-a0p50--1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p329-n2-a0p50--1-r0-none-p0.png,images_balanced/blue-stem08-cap1p329-n2-a0p50--1-r0-none-p0.png,images_balanced/blue-stem08-cap1p329-n2-a0p50--1-r0-none-p0.png,blue,"(0, 0, 255)",1.329,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,-2.453486,2,2,2,2.167921,2.167921,0.03554,0.863844,0.100615,0.009834,0.983338,0.006829,-0.142782,-0.142782,-1,middle,-3,0.624,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem09-cap1p329-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p329-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem09-cap1p329-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem09-cap1p329-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.329,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,-1.924871,2,2,2,2.177753,2.177753,0.03554,0.863844,0.100615,0.006829,0.983338,0.009834,0.126441,0.126441,1,middle,-1,0.626,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem10-cap1p329-n2-a0p50--1-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p329-n2-a0p50--1-r1-middle-p2.png,images_balanced/blue-stem10-cap1p329-n2-a0p50--1-r1-middle-p2.png,images_balanced/blue-stem10-cap1p329-n2-a0p50--1-r1-middle-p2.png,blue,"(0, 0, 255)",1.329,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,-4.125222,2,2,2,2.363717,2.363717,0.03554,0.863844,0.100615,0.038699,0.842784,0.118517,-0.880753,-0.880753,-1,middle,-3,0.627,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
blue-stem11-cap1p329-n2-a0p50--2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p329-n2-a0p50--2-r1-middle-p0.png,images_balanced/blue-stem11-cap1p329-n2-a0p50--2-r1-middle-p0.png,images_balanced/blue-stem11-cap1p329-n2-a0p50--2-r1-middle-p0.png,blue,"(0, 0, 255)",1.329,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,-7.784134,3,3,4,2.900128,2.900128,0.03554,0.863844,0.100615,0.054493,0.558004,0.387503,-2.442003,-2.442003,-2,middle,-5,0.629,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem12-cap1p329-n2-a0p50-+5-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p329-n2-a0p50-+5-r1-bottom-p0.png,images_balanced/blue-stem12-cap1p329-n2-a0p50-+5-r1-bottom-p0.png,images_balanced/blue-stem12-cap1p329-n2-a0p50-+5-r1-bottom-p0.png,blue,"(0, 0, 255)",1.329,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,6.397518,4,4,4,3.623236,3.623236,0.03554,0.863844,0.100615,0.035891,0.23732,0.726789,5.010377,5.010377,5,high,1,0.63,22,14,2,8,2,16,True,bottom,False,0,none,True,False
blue-stem13-cap1p329-n2-a0p50--2-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p329-n2-a0p50--2-r1-top-p2.png,images_balanced/blue-stem13-cap1p329-n2-a0p50--2-r1-top-p2.png,images_balanced/blue-stem13-cap1p329-n2-a0p50--2-r1-top-p2.png,blue,"(0, 0, 255)",1.329,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-8.92518,4,4,4,4.103612,4.103612,0.03554,0.863844,0.100615,0.00944,0.046615,0.943945,-2.410784,-2.410784,-2,middle,-6,0.631,22,14,2,8,2,16,True,top,True,2,stripes,True,False
blue-stem14-cap1p329-n2-a0p50-+8-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p329-n2-a0p50-+8-r1-middle-p0.png,images_balanced/blue-stem14-cap1p329-n2-a0p50-+8-r1-middle-p0.png,images_balanced/blue-stem14-cap1p329-n2-a0p50-+8-r1-middle-p0.png,blue,"(0, 0, 255)",1.329,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,11.013137,4,4,4,4.230765,4.230765,0.03554,0.863844,0.100615,0.0,0.0,1.0,7.621951,7.621951,8,high,4,0.633,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem03-cap1p359-n2-a0p50-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p359-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem03-cap1p359-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem03-cap1p359-n2-a0p50-+1-r0-none-p0.png,blue,"(0, 0, 255)",1.359,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-0.397194,1,1,1,0.969921,0.969921,0.041163,0.824266,0.134571,1.0,0.0,0.0,0.286363,0.286363,1,middle,0,0.634,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem04-cap1p359-n2-a0p50--1-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p359-n2-a0p50--1-r1-top-p1.png,images_balanced/blue-stem04-cap1p359-n2-a0p50--1-r1-top-p1.png,images_balanced/blue-stem04-cap1p359-n2-a0p50--1-r1-top-p1.png,blue,"(0, 0, 255)",1.359,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-3.499298,1,1,1,1.060202,1.060202,0.041163,0.824266,0.134571,0.943945,0.046615,0.00944,-1.219548,-1.219548,-1,middle,-2,0.636,22,14,2,8,2,16,True,top,True,1,spots,True,False
blue-stem05-cap1p359-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p359-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem05-cap1p359-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem05-cap1p359-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.359,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,-1.354166,1,1,1,1.388771,1.388771,0.041163,0.824266,0.134571,0.726789,0.23732,0.035891,0.017303,0.017303,1,middle,0,0.637,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem06-cap1p359-n2-a0p50-+2-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p359-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem06-cap1p359-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem06-cap1p359-n2-a0p50-+2-r1-bottom-p2.png,blue,"(0, 0, 255)",1.359,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,1.821085,2,2,1,1.854554,1.854554,0.041163,0.824266,0.134571,0.387503,0.558004,0.054493,1.83782,1.83782,2,middle,0,0.638,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
blue-stem07-cap1p359-n2-a0p50--2-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p359-n2-a0p50--2-r1-top-p1.png,images_balanced/blue-stem07-cap1p359-n2-a0p50--2-r1-top-p1.png,images_balanced/blue-stem07-cap1p359-n2-a0p50--2-r1-top-p1.png,blue,"(0, 0, 255)",1.359,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,-5.215342,2,2,2,2.159893,2.159893,0.041163,0.824266,0.134571,0.118517,0.842784,0.038699,-1.527725,-1.527725,-2,middle,-4,0.64,22,14,2,8,2,16,True,top,True,1,spots,True,False
blue-stem08-cap1p359-n2-a0p50-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p359-n2-a0p50-+2-r1-middle-p0.png,images_balanced/blue-stem08-cap1p359-n2-a0p50-+2-r1-middle-p0.png,images_balanced/blue-stem08-cap1p359-n2-a0p50-+2-r1-middle-p0.png,blue,"(0, 0, 255)",1.359,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,2.636208,2,2,2,2.229905,2.229905,0.041163,0.824266,0.134571,0.009834,0.983338,0.006829,2.433056,2.433056,2,middle,0,0.641,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem09-cap1p359-n2-a0p50--4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p359-n2-a0p50--4-r0-none-p0.png,images_balanced/blue-stem09-cap1p359-n2-a0p50--4-r0-none-p0.png,images_balanced/blue-stem09-cap1p359-n2-a0p50--4-r0-none-p0.png,blue,"(0, 0, 255)",1.359,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,-10.413818,2,2,2,2.239975,2.239975,0.041163,0.824266,0.134571,0.006829,0.983338,0.009834,-4.086922,-4.086922,-4,low,-6,0.643,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem10-cap1p359-n2-a0p50-+5-r1-bottom-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p359-n2-a0p50-+5-r1-bottom-p1.png,images_balanced/blue-stem10-cap1p359-n2-a0p50-+5-r1-bottom-p1.png,images_balanced/blue-stem10-cap1p359-n2-a0p50-+5-r1-bottom-p1.png,blue,"(0, 0, 255)",1.359,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,6.584971,2,2,2,2.427398,2.427398,0.041163,0.824266,0.134571,0.038699,0.842784,0.118517,4.506185,4.506185,5,high,3,0.644,22,14,2,8,2,16,True,bottom,True,1,spots,True,False
blue-stem11-cap1p359-n2-a0p50-+6-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p359-n2-a0p50-+6-r0-none-p1.png,images_balanced/blue-stem11-cap1p359-n2-a0p50-+6-r0-none-p1.png,images_balanced/blue-stem11-cap1p359-n2-a0p50-+6-r0-none-p1.png,blue,"(0, 0, 255)",1.359,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,8.496467,3,3,4,2.970628,2.970628,0.041163,0.824266,0.134571,0.054493,0.558004,0.387503,5.733547,5.733547,6,high,3,0.645,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem12-cap1p359-n2-a0p50-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p359-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem12-cap1p359-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem12-cap1p359-n2-a0p50-+4-r0-none-p0.png,blue,"(0, 0, 255)",1.359,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,4.041768,4,4,4,3.704295,3.704295,0.041163,0.824266,0.134571,0.035891,0.23732,0.726789,3.873031,3.873031,4,high,0,0.647,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem13-cap1p359-n2-a0p50-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p359-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem13-cap1p359-n2-a0p50-+4-r0-none-p0.png,images_balanced/blue-stem13-cap1p359-n2-a0p50-+4-r0-none-p0.png,blue,"(0, 0, 255)",1.359,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,3.804346,4,4,4,4.192168,4.192168,0.041163,0.824266,0.134571,0.00944,0.046615,0.943945,3.998257,3.998257,4,high,0,0.648,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem14-cap1p359-n2-a0p50--1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p359-n2-a0p50--1-r0-none-p0.png,images_balanced/blue-stem14-cap1p359-n2-a0p50--1-r0-none-p0.png,images_balanced/blue-stem14-cap1p359-n2-a0p50--1-r0-none-p0.png,blue,"(0, 0, 255)",1.359,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-6.209924,4,4,4,4.321389,4.321389,0.041163,0.824266,0.134571,0.0,0.0,1.0,-0.944268,-0.944268,-1,middle,-5,0.65,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem03-cap1p390-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p390-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem03-cap1p390-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem03-cap1p390-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.39,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,1.925021,1,1,1,0.991023,0.991023,0.046202,0.777966,0.175832,1.0,0.0,0.0,1.458022,1.458022,1,middle,0,0.651,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem04-cap1p390-n2-a0p50--1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p390-n2-a0p50--1-r1-bottom-p0.png,images_balanced/blue-stem04-cap1p390-n2-a0p50--1-r1-bottom-p0.png,images_balanced/blue-stem04-cap1p390-n2-a0p50--1-r1-bottom-p0.png,blue,"(0, 0, 255)",1.39,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-2.776527,1,1,1,1.084806,1.084806,0.046202,0.777966,0.175832,0.943945,0.046615,0.00944,-0.845861,-0.845861,-1,middle,-2,0.652,22,14,2,8,2,16,True,bottom,False,0,none,True,False
blue-stem05-cap1p390-n2-a0p50-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p390-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem05-cap1p390-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem05-cap1p390-n2-a0p50-+2-r0-none-p1.png,blue,"(0, 0, 255)",1.39,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,2.568247,1,1,1,1.426576,1.426576,0.046202,0.777966,0.175832,0.726789,0.23732,0.035891,1.997411,1.997411,2,middle,1,0.654,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem06-cap1p390-n2-a0p50-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p390-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem06-cap1p390-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem06-cap1p390-n2-a0p50-+3-r0-none-p0.png,blue,"(0, 0, 255)",1.39,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,3.157575,2,2,1,1.912162,1.912162,0.046202,0.777966,0.175832,0.387503,0.558004,0.054493,2.534868,2.534868,3,middle,1,0.655,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem07-cap1p390-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p390-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem07-cap1p390-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem07-cap1p390-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.39,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,-2.155049,2,2,2,2.232094,2.232094,0.046202,0.777966,0.175832,0.118517,0.842784,0.038699,0.038522,0.038522,1,middle,-1,0.656,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem08-cap1p390-n2-a0p50-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p390-n2-a0p50-+2-r1-middle-p0.png,images_balanced/blue-stem08-cap1p390-n2-a0p50-+2-r1-middle-p0.png,images_balanced/blue-stem08-cap1p390-n2-a0p50-+2-r1-middle-p0.png,blue,"(0, 0, 255)",1.39,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,1.642592,2,2,2,2.307079,2.307079,0.046202,0.777966,0.175832,0.009834,0.983338,0.006829,1.974835,1.974835,2,middle,0,0.658,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem09-cap1p390-n2-a0p50--2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p390-n2-a0p50--2-r1-top-p0.png,images_balanced/blue-stem09-cap1p390-n2-a0p50--2-r1-top-p0.png,images_balanced/blue-stem09-cap1p390-n2-a0p50--2-r1-top-p0.png,blue,"(0, 0, 255)",1.39,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,-7.205577,2,2,2,2.317427,2.317427,0.046202,0.777966,0.175832,0.006829,0.983338,0.009834,-2.444075,-2.444075,-2,middle,-4,0.659,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem10-cap1p390-n2-a0p50-+1-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p390-n2-a0p50-+1-r1-top-p1.png,images_balanced/blue-stem10-cap1p390-n2-a0p50-+1-r1-top-p1.png,images_balanced/blue-stem10-cap1p390-n2-a0p50-+1-r1-top-p1.png,blue,"(0, 0, 255)",1.39,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,-2.115893,3,3,2,2.506991,2.506991,0.046202,0.777966,0.175832,0.038699,0.842784,0.118517,0.195549,0.195549,1,middle,-2,0.661,22,14,2,8,2,16,True,top,True,1,spots,True,False
blue-stem11-cap1p390-n2-a0p50-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p390-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem11-cap1p390-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem11-cap1p390-n2-a0p50-+3-r0-none-p0.png,blue,"(0, 0, 255)",1.39,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,3.139103,3,3,4,3.059073,3.059073,0.046202,0.777966,0.175832,0.054493,0.558004,0.387503,3.099088,3.099088,3,middle,0,0.662,22,14,2,8,2,16,False,none,False,0,none,False,False
